country,operating_system,resource_class,resource_name,vcpus,ram,price_per_hour,price_per_month,price_per_spot,currency,is_gpu,is_spot,resource,resource_type,region,flavor_id,gpu_description,is_public,price_per_half_year,price_per_year
india,linux,a100,N.A100.128,16,128,2.085012087,1323.529412,1.4596,USD,1,0,instances,gpu,mumbai,79c6b772-7896-4855-8385-e0e2c9ddf22e,1x A100,1,7941.18,15882.35
india,linux,a100,N.A100.192,32,192,6.58,3000,4.606,USD,1,0,instances,gpu,mumbai,,,1,18000.0,36000.0
india,linux,a30,N.A30.32,8,32,0.810838034,514.7058824,0.5676,USD,1,0,instances,gpu,mumbai,81e09f29-bd84-4df5-a0f7-3d13e671fb79,1x A30,1,3088.24,6176.47
india,linux,a30,N.A30.64,16,64,1.621676068,1029.411765,1.1352,USD,1,0,instances,gpu,mumbai,8bd37b70-846f-478c-8ce3-ebdfe84ac213,2x A30,1,6176.47,12352.94
india,linux,a2,N.A2.16,8,16,0.28,163,0.196,USD,1,0,instances,gpu,mumbai,0188b595-1877-4602-88a8-737d46b7684f,,1,978.0,1956.0
india,linux,a2,N.A2.32,8,32,0.278001612,176.4705882,0.1947,USD,1,0,instances,gpu,mumbai,137c7360-d586-4f69-9967-c9b2f37e0306,1x A2,1,1058.82,2117.65
india,linux,rtx a6000,N.RTXA6000.64,16,64,0.868755036,551.4705882,0.6082,USD,1,0,instances,gpu,mumbai,786d6982-1751-4d38-a677-7882ea60a5de,1x RTX A6000,1,3308.82,6617.65
india,linux,rtx a6000,N.RTXA6000.128,24,128,0.926672039,588.2352941,0.6487,USD,1,0,instances,gpu,mumbai,,1x RTX A6000,1,3529.41,7058.82
india,linux,rtx a6000,N.RTXA6000.192,32,192,1.853344077,1176.470588,1.2974,USD,1,0,instances,gpu,mumbai,,2x RTX A6000,1,7058.82,14117.65
india,linux,rtx6000 ada,N.RTX6000ADA.64,16,64,1.239423852,786.7647059,1.2395,USD,1,0,instances,gpu,mumbai,,1x RTX6000 Ada,1,4720.59,9441.18
india,linux,rtx6000 ada,N.RTX6000ADA.128,24,128,1.297340854,823.5294118,1.2974,USD,1,0,instances,gpu,mumbai,,1x RTX6000 Ada,1,4941.18,9882.35
india,linux,rtx8000,N.RTX8000.128,16,128,1.44,750,1.44,USD,1,0,instances,gpu,mumbai,,,1,4500.0,9000.0
india,linux,rtx8000,N.RTX8000.256,32,256,2.88,1500,2.88,USD,1,0,instances,gpu,mumbai,,,1,9000.0,18000.0
india,linux,rtx8000,N.RTX8000.512,64,512,5.75,3000,5.75,USD,1,0,instances,gpu,mumbai,,,1,18000.0,36000.0
india,linux,rtx4090,N.RTX4090.32,4,32,0.77,400,0.77,USD,1,0,instances,gpu,mumbai,,,1,2400.0,4800.0
india,linux,l4,N.L4.16,4,16,0.72,375,0.3816,USD,1,1,instances,gpu,mumbai,,,1,2250.0,4500.0
india,linux,l4,N.L4.64,16,64,0.637087027,404.4117647,0.3377,USD,1,1,instances,gpu,mumbai,,1x L4,1,2426.47,4852.94
india,linux,l4,N.L4.96,24,96,1.227840451,779.4117647,0.6508,USD,1,1,instances,gpu,mumbai,,2x L4,1,4676.47,9352.94
india,linux,l4,N.L4.128,32,128,1.274174053,808.8235294,0.6754,USD,1,1,instances,gpu,mumbai,,2x L4,1,4852.94,9705.88
india,linux,l40s,N.L40S.48,16,48,3.21,1563,2.1829,USD,1,0,instances,gpu,mumbai,,,1,9378.0,18756.0
india,linux,l40s,N.L40S.96,32,96,6.42,3125,4.3657,USD,1,0,instances,gpu,mumbai,,,1,18750.0,37500.0
india,linux,l40s,N.L40S.192,24,192,1.980761483,1257.352941,1.347,USD,1,0,instances,gpu,mumbai,,2x L40s,1,7544.12,15088.24
india,linux,a2,N.A2.32,8,32,18.90410959,12000,13.2329,INR,1,0,instances,gpu,mumbai,137c7360-d586-4f69-9967-c9b2f37e0306,1x A2,1,72000.0,144000.0
india,linux,a2,N.A2.64,16,64,37.80821918,24000,26.4658,INR,1,0,instances,gpu,mumbai,,2x A2,1,144000.0,288000.0
india,linux,a30,N.A30.48,12,48,56.71232877,36000,39.6987,INR,1,0,instances,gpu,mumbai,,1x A30,1,216000.0,432000.0
india,linux,a30,N.A30.96,24,96,113.4246575,72000,79.3973,INR,1,0,instances,gpu,mumbai,,2x A30,1,432000.0,864000.0
india,linux,a100,N.A100.128,16,128,141.7808219,90000,99.2466,INR,1,0,instances,gpu,mumbai,79c6b772-7896-4855-8385-e0e2c9ddf22e,1x A100,1,540000.0,1080000.0
india,linux,a100,N.A100.256,32,256,283.5616438,180000,198.4932,INR,1,0,instances,gpu,mumbai,,2x A100,1,1080000.0,2160000.0
india,linux,a100,N.A100.512,64,512,567.1232877,360000,396.9864,INR,1,0,instances,gpu,mumbai,,4x A100,1,2160000.0,4320000.0
india,linux,rtx a6000,N.RTXA6000.64,16,64,59.07534247,37500,41.3528,INR,1,0,instances,gpu,mumbai,786d6982-1751-4d38-a677-7882ea60a5de,1x RTX A6000,1,225000.0,450000.0
india,linux,rtx a6000 ,N.RTXA6000.128,24,128,63.01,40000,63.01,INR,1,0,instances,gpu,mumbai,,1x RTX A6000 ,1,240000.0,480000.0
india,linux,rtx a6000,N.RTXA6000.192,32,192,126.0273973,80000,88.2192,INR,1,0,instances,gpu,mumbai,,2x RTX A6000,1,480000.0,960000.0
india,linux,rtx6000 ada,N.RTX6000ADA.64,16,64,84.28082192,53500,84.2809,INR,1,0,instances,gpu,mumbai,,1x RTX6000 Ada,1,321000.0,642000.0
india,linux,rtx6000 ada,N.RTX6000ADA.128,24,128,88.21917808,56000,88.2192,INR,1,0,instances,gpu,mumbai,,1x RTX6000 Ada,1,336000.0,672000.0
india,linux,rtx6000 ada,N.RTX6000ADA.192,32,192,173.2876712,110000,173.2877,INR,1,0,instances,gpu,mumbai,,2x RTX6000 Ada,1,660000.0,1320000.0
india,linux,l4,N.L4.32,8,32,40.17123288,25500,21.2908,INR,1,1,instances,gpu,mumbai,,1x L4,1,153000.0,306000.0
india,linux,l4,N.L4.64,16,64,43.32191781,27500,22.9607,INR,1,1,instances,gpu,mumbai,,1x L4,1,165000.0,330000.0
india,linux,l4,N.L4.96,24,96,83.49315068,53000,44.2514,INR,1,1,instances,gpu,mumbai,,2x L4,1,318000.0,636000.0
india,linux,l4,N.L4.128,32,128,86.64383562,55000,45.9213,INR,1,1,instances,gpu,mumbai,,2x L4,1,330000.0,660000.0
india,linux,l4,N.L4.192,48,192,166.9863014,106000,88.5028,INR,1,1,instances,gpu,mumbai,,4x L4,1,636000.0,1272000.0
india,linux,l40s,N.L40S.64,16,64,68.52739726,43500,46.5987,INR,1,0,instances,gpu,mumbai,,1x L40s,1,261000.0,522000.0
india,linux,l40s,N.L40S.128,16,128,70.89041096,45000,48.2055,INR,1,0,instances,gpu,mumbai,,1x L40s,1,270000.0,540000.0
india,linux,l40s,N.L40S.256,32,256,137.0547945,87000,93.1973,INR,1,0,instances,gpu,mumbai,,2x L40s,1,522000.0,1044000.0
india,linux,l40s,N.L40S.512,64,512,274.109589,174000,186.3946,INR,1,0,instances,gpu,mumbai,,4x L40s,1,1044000.0,2088000.0
india,linux,hgx h100,N.HGXH100.250,26,250,315.0684932,200000,315.0685,INR,1,0,instances,gpu,mumbai,,1x HGX H100,1,1200000.0,2400000.0
india,linux,hgx h100,N.HGXH100.500,52,500,630.1369863,400000,630.137,INR,1,0,instances,gpu,mumbai,,2x HGX H100,1,2400000.0,4800000.0
india,linux,hgx h100,N.HGXH100.1000,104,1000,1260.273973,800000,1260.274,INR,1,0,instances,gpu,mumbai,,4x HGX H100,1,4800000.0,9600000.0
india,linux,hgx h100,N.HGXH100.2000,208,2000,2520.547945,1600000,2520.548,INR,1,0,instances,gpu,mumbai,,8x HGX H100,1,9600000.0,19200000.0
india,windows,a2,W.N.A2.32,8,32,21.04657534,13360,14.7327,INR,1,0,instances,gpu,mumbai,cc467550-7e32-48b9-842e-65f176437737,1x A2,1,80160.0,160320.0
india,windows,a2,W.N.A2.64,16,64,42.09315068,26720,29.4653,INR,1,0,instances,gpu,mumbai,,2x A2,1,160320.0,320640.0
india,windows,a30,W.N.A30.48,12,48,59.9260274,38040,41.9483,INR,1,0,instances,gpu,mumbai,,1x A30,1,228240.0,456480.0
india,windows,a30,W.N.A30.96,24,96,119.8520548,76080,83.8965,INR,1,0,instances,gpu,mumbai,,2x A30,1,456480.0,912960.0
india,windows,a100,W.N.A100.128,16,128,146.0657534,92720,102.2461,INR,1,0,instances,gpu,mumbai,d27ef842-d706-45a8-9f8c-03e68dd64ccd,1x A100,1,556320.0,1112640.0
india,windows,a100,W.N.A100.256,32,256,292.1315068,185440,204.4921,INR,1,0,instances,gpu,mumbai,,2x A100,1,1112640.0,2225280.0
india,windows,a100,W.N.A100.512,64,512,584.2630137,370880,408.9842,INR,1,0,instances,gpu,mumbai,,4x A100,1,2225280.0,4450560.0
india,windows,rtx a6000,W.N.RTXA6000.64,16,64,63.36027397,40220,44.3522,INR,1,0,instances,gpu,mumbai,,1x RTX A6000,1,241320.0,482640.0
india,windows,rtx a6000 ,W.N.RTXA6000.128,24,128,95.15,60400,95.15,INR,1,0,instances,gpu,mumbai,,1x RTX A6000 ,1,362400.0,724800.0
india,windows,rtx a6000,W.N.RTXA6000.192,32,192,134.5972603,85440,94.2181,INR,1,0,instances,gpu,mumbai,,2x RTX A6000,1,512640.0,1025280.0
india,windows,rtx6000 ada,W.N.RTX6000ADA.64,16,64,88.56575342,56220,88.5658,INR,1,0,instances,gpu,mumbai,,1x RTX6000 Ada,1,337320.0,674640.0
india,windows,rtx6000 ada,W.N.RTX6000ADA.128,24,128,94.64657534,60080,94.6466,INR,1,0,instances,gpu,mumbai,,1x RTX6000 Ada,1,360480.0,720960.0
india,windows,rtx6000 ada,W.N.RTX6000ADA.192,32,192,181.8575342,115440,181.8576,INR,1,0,instances,gpu,mumbai,,2x RTX6000 Ada,1,692640.0,1385280.0
india,windows,l4,W.N.L4.32,8,32,42.31369863,26860,22.4263,INR,1,1,instances,gpu,mumbai,,1x L4,1,161160.0,322320.0
india,windows,l4,W.N.L4.64,16,64,47.60684932,30220,25.2317,INR,1,1,instances,gpu,mumbai,,1x L4,1,181320.0,362640.0
india,windows,l4,W.N.L4.96,24,96,89.92054795,57080,47.6579,INR,1,1,instances,gpu,mumbai,,2x L4,1,342480.0,684960.0
india,windows,l4,W.N.L4.128,32,128,95.21369863,60440,50.4633,INR,1,1,instances,gpu,mumbai,,2x L4,1,362640.0,725280.0
india,windows,l4,W.N.L4.192,48,192,179.8410959,114160,95.3158,INR,1,1,instances,gpu,mumbai,,4x L4,1,684960.0,1369920.0
india,windows,l40s,W.N.L40S.64,16,64,72.81232877,46220,49.5124,INR,1,0,instances,gpu,mumbai,,1x L40s,1,277320.0,554640.0
india,windows,l40s,W.N.L40S.128,16,128,75.17534247,47720,51.1193,INR,1,0,instances,gpu,mumbai,,1x L40s,1,286320.0,572640.0
india,windows,l40s,W.N.L40S.256,32,256,145.6246575,92440,99.0248,INR,1,0,instances,gpu,mumbai,,2x L40s,1,554640.0,1109280.0
india,windows,l40s,W.N.L40S.512,64,512,291.2493151,184880,198.0496,INR,1,0,instances,gpu,mumbai,,4x L40s,1,1109280.0,2218560.0
india,windows,hgx h100,W.N.HGXH100.250,26,250,322.0315068,204420,322.0316,INR,1,0,instances,gpu,mumbai,,1x HGX H100,1,1226520.0,2453040.0
india,windows,hgx h100,W.N.HGXH100.500,52,500,644.0630137,408840,644.0631,INR,1,0,instances,gpu,mumbai,,2x HGX H100,1,2453040.0,4906080.0
india,windows,hgx h100,W.N.HGXH100.1000,104,1000,1288.126027,817680,1288.1261,INR,1,0,instances,gpu,mumbai,,4x HGX H100,1,4906080.0,9812160.0
india,windows,hgx h100,W.N.HGXH100.2000,208,2000,2576.252055,1635360,2576.2521,INR,1,0,instances,gpu,mumbai,,8x HGX H100,1,9812160.0,19624320.0
india,linux,rtx a6000,N.RTXA6000.128,24,128,63.01369863,40000,44.1096,INR,1,0,instances,gpu,mumbai,,1x RTX A6000,1,240000.0,480000.0
india,linux,a2,N.A2.64,16,64,0.556003223,352.9411765,0.3893,USD,1,0,instances,gpu,mumbai,,2x A2,1,2117.65,4235.29
india,linux,a30,N.A30.48,12,48,0.834004835,529.4117647,0.5839,USD,1,0,instances,gpu,mumbai,,1x A30,1,3176.47,6352.94
india,linux,a30,N.A30.96,24,96,1.66800967,1058.823529,1.1677,USD,1,0,instances,gpu,mumbai,,2x A30,1,6352.94,12705.88
india,linux,a100,N.A100.256,32,256,4.170024174,2647.058824,2.9191,USD,1,0,instances,gpu,mumbai,,2x A100,1,15882.35,31764.71
india,linux,a100,N.A100.512,64,512,8.340048348,5294.117647,5.8381,USD,1,0,instances,gpu,mumbai,,4x A100,1,31764.71,63529.41
india,linux,rtx6000 ada,N.RTX6000ADA.192,32,192,2.548348106,1617.647059,2.5484,USD,1,0,instances,gpu,mumbai,,2x RTX6000 Ada,1,9705.88,19411.76
india,linux,l4,N.L4.32,8,32,0.590753425,375,0.3131,USD,1,1,instances,gpu,mumbai,,1x L4,1,2250.0,4500.0
india,linux,l4,N.L4.192,48,192,2.455680902,1558.823529,1.3016,USD,1,1,instances,gpu,mumbai,,4x L4,1,9352.94,18705.88
india,linux,l40s,N.L40S.64,16,64,1.007755842,639.7058824,0.6853,USD,1,0,instances,gpu,mumbai,,1x L40s,1,3838.24,7676.47
india,linux,l40s,N.L40S.128,16,128,1.042506044,661.7647059,0.709,USD,1,0,instances,gpu,mumbai,,1x L40s,1,3970.59,7941.18
india,linux,l40s,N.L40S.256,32,256,2.015511684,1279.411765,1.3706,USD,1,0,instances,gpu,mumbai,,2x L40s,1,7676.47,15352.94
india,linux,l40s,N.L40S.512,64,512,4.031023368,2558.823529,2.7411,USD,1,0,instances,gpu,mumbai,,4x L40s,1,15352.94,30705.88
india,linux,hgx h100,N.HGXH100.250,26,250,4.633360193,2941.176471,4.6334,USD,1,0,instances,gpu,mumbai,,1x HGX H100,1,17647.06,35294.12
india,linux,hgx h100,N.HGXH100.500,52,500,9.266720387,5882.352941,9.2668,USD,1,0,instances,gpu,mumbai,,2x HGX H100,1,35294.12,70588.24
india,linux,hgx h100,N.HGXH100.1000,104,1000,18.53344077,11764.70588,18.5335,USD,1,0,instances,gpu,mumbai,,4x HGX H100,1,70588.24,141176.47
india,linux,hgx h100,N.HGXH100.2000,208,2000,37.06688155,23529.41176,37.0669,USD,1,0,instances,gpu,mumbai,,8x HGX H100,1,141176.47,282352.94
india,windows,rtx a6000,W.N.RTXA6000.128,24,128,69.44109589,44080,48.6088,INR,1,0,instances,gpu,mumbai,,1x RTX A6000,1,264480.0,528960.0
india,windows,a2,W.N.A2.64,16,64,0.619016922,392.9411765,0.4334,USD,1,0,instances,gpu,mumbai,,2x A2,1,2357.65,4715.29
india,windows,a30,W.N.A30.48,12,48,0.881265109,559.4117647,0.6169,USD,1,0,instances,gpu,mumbai,,1x A30,1,3356.47,6712.94
india,windows,a30,W.N.A30.96,24,96,1.762530218,1118.823529,1.2338,USD,1,0,instances,gpu,mumbai,,2x A30,1,6712.94,13425.88
india,windows,a100,W.N.A100.256,32,256,4.296051571,2727.058824,3.0073,USD,1,0,instances,gpu,mumbai,,2x A100,1,16362.35,32724.71
india,windows,a100,W.N.A100.512,64,512,8.592103143,5454.117647,6.0145,USD,1,0,instances,gpu,mumbai,,4x A100,1,32724.71,65449.41
india,windows,rtx6000 ada,W.N.RTX6000ADA.192,32,192,2.674375504,1697.647059,2.6744,USD,1,0,instances,gpu,mumbai,,2x RTX6000 Ada,1,10185.88,20371.76
india,windows,l4,W.N.L4.32,8,32,0.622260274,395,0.3298,USD,1,1,instances,gpu,mumbai,,1x L4,1,2370.0,4740.0
india,windows,l4,W.N.L4.192,48,192,2.644721998,1678.823529,1.4018,USD,1,1,instances,gpu,mumbai,,4x L4,1,10072.94,20145.88
india,windows,l40s,W.N.L40S.64,16,64,1.070769541,679.7058824,0.7282,USD,1,0,instances,gpu,mumbai,,1x L40s,1,4078.24,8156.47
india,windows,l40s,W.N.L40S.128,16,128,1.105519742,701.7647059,0.7518,USD,1,0,instances,gpu,mumbai,,1x L40s,1,4210.59,8421.18
india,windows,l40s,W.N.L40S.256,32,256,2.141539081,1359.411765,1.4563,USD,1,0,instances,gpu,mumbai,,2x L40s,1,8156.47,16312.94
india,windows,l40s,W.N.L40S.512,64,512,4.283078163,2718.823529,2.9125,USD,1,0,instances,gpu,mumbai,,4x L40s,1,16312.94,32625.88
india,windows,hgx h100,W.N.HGXH100.250,26,250,4.735757454,3006.176471,4.7358,USD,1,0,instances,gpu,mumbai,,1x HGX H100,1,18037.06,36074.12
india,windows,hgx h100,W.N.HGXH100.500,52,500,9.471514907,6012.352941,9.4716,USD,1,0,instances,gpu,mumbai,,2x HGX H100,1,36074.12,72148.24
india,windows,hgx h100,W.N.HGXH100.1000,104,1000,18.94302981,12024.70588,18.9431,USD,1,0,instances,gpu,mumbai,,4x HGX H100,1,72148.24,144296.47
india,windows,hgx h100,W.N.HGXH100.2000,208,2000,37.88605963,24049.41176,37.8861,USD,1,0,instances,gpu,mumbai,,8x HGX H100,1,144296.47,288592.94
india,linux,a30,N.A30.32,8,32,55.1369863,35000,38.5959,INR,1,0,instances,gpu,mumbai,81e09f29-bd84-4df5-a0f7-3d13e671fb79,1x A30,1,210000.0,420000.0
india,linux,a30,N.A30.64,16,64,110.2739726,70000,77.1918,INR,1,0,instances,gpu,mumbai,8bd37b70-846f-478c-8ce3-ebdfe84ac213,2x A30,1,420000.0,840000.0
india,linux,l40s,N.L40S.192,24,192,134.6917808,85500,91.5905,INR,1,0,instances,gpu,mumbai,,2x L40s,1,513000.0,1026000.0
india,windows,a30,W.N.A30.32,8,32,57.27945205,36360,40.0957,INR,1,0,instances,gpu,mumbai,0179be42-1e87-4b23-b976-7f5cb1bd1ea8,1x A30,1,218160.0,436320.0
india,windows,a30,W.N.A30.64,16,64,114.5589041,72720,80.1913,INR,1,0,instances,gpu,mumbai,00bfaed3-8cc1-4082-b8c4-bfc2570547cc,2x A30,1,436320.0,872640.0
india,windows,l40s,W.N.L40S.192,24,192,141.1191781,89580,95.9611,INR,1,0,instances,gpu,mumbai,,2x L40s,1,537480.0,1074960.0
india,windows,a100,W.N.A100.96,16,96,3.42,1563,3.42,USD,1,0,instances,gpu,noida,,1x A100-80GB,1,9378.0,18756.0
india,windows,a100,W.N.A100.128,16,128,2.148025786,1363.529412,2.1481,USD,1,0,instances,gpu,noida,,1x A100,1,8181.18,16362.35
india,windows,a100,W.N.A100.192,32,192,6.85,3125,6.85,USD,1,0,instances,gpu,noida,,2x A100-80GB,1,18750.0,37500.0
india,windows,a30,W.N.A30.32,8,32,0.842344883,534.7058824,0.8424,USD,1,0,instances,gpu,noida,,1x A30,1,3208.24,6416.47
india,windows,a30,W.N.A30.64,16,64,1.684689766,1069.411765,1.6847,USD,1,0,instances,gpu,noida,,2x A30,1,6416.47,12832.94
india,windows,a2,W.N.A2.16,8,16,0.32,188,0.2048,USD,1,1,instances,gpu,noida,5ffae319-2036-48bd-a1e2-886f0813742e,1x A2-16GB,1,1128.0,2256.0
india,windows,a2,W.N.A2.32,8,32,0.309508461,196.4705882,0.1981,USD,1,1,instances,gpu,noida,,1x A2,1,1178.82,2357.65
india,windows,rtx a6000,W.N.RTXA6000.64,16,64,0.931768735,591.4705882,0.6523,USD,1,0,instances,gpu,noida,,1x RTX A6000,1,3548.82,7097.65
india,windows,rtx a6000,W.N.RTXA6000.128,24,128,1.021192587,648.2352941,0.7149,USD,1,0,instances,gpu,noida,,1x RTX A6000,1,3889.41,7778.82
india,windows,rtx a6000,W.N.RTXA6000.192,32,192,1.979371475,1256.470588,1.3856,USD,1,0,instances,gpu,noida,,2x RTX A6000,1,7538.82,15077.65
india,windows,rtxada,W.N.RTX6000ADA.64,8,64,2.16,1125,2.16,USD,1,0,instances,gpu,noida,,1x RTX6000 Ada - 48GB,1,6750.0,13500.0
india,windows,rtxada,W.N.RTX6000ADA.128,16,128,2.4,1250,2.4,USD,1,0,instances,gpu,noida,,1x RTX6000 Ada - 48GB,1,7500.0,15000.0
india,windows,rtx8000,W.N.RTX8000.128,16,128,1.56,813,1.56,USD,1,0,instances,gpu,noida,,1x RTX8000 - 48 GB,1,4878.0,9756.0
india,windows,rtx8000,W.N.RTX8000.256,32,256,3.12,1625,3.12,USD,1,0,instances,gpu,noida,,2x RTX8000 - 48 GB,1,9750.0,19500.0
india,windows,rtx8000,W.N.RTX8000.512,64,512,6.23,3250,6.2301,USD,1,0,instances,gpu,noida,,4x RTX8000 - 48 GB,1,19500.0,39000.0
india,windows,rtx4090,W.N.RTX4090.32,4,32,0.84,438,0.84,USD,1,0,instances,gpu,noida,,1x RTX4090 - 24GB,1,2628.0,5256.0
india,windows,l4,W.N.L4.16,4,16,0.78,406,0.273,USD,1,1,instances,gpu,noida,,1x L4 - 24 GB,1,2436.0,4872.0
india,windows,l4,W.N.L4.64,16,64,0.700100725,444.4117647,0.2451,USD,1,1,instances,gpu,noida,,1x L4,1,2666.47,5332.94
india,windows,l4,W.N.L4.96,24,96,1.322360999,839.4117647,0.4629,USD,1,1,instances,gpu,noida,,2x L4,1,5036.47,10072.94
india,windows,l4,W.N.L4.128,32,128,1.40020145,888.8235294,0.4901,USD,1,1,instances,gpu,noida,,2x L4,1,5332.94,10665.88
india,windows,l40s,W.N.L40S.48,16,48,3.34,1625,1.7702,USD,1,1,instances,gpu,noida,,1x L40s - 48 GB,1,9750.0,19500.0
india,windows,l40s,W.N.L40S.96,32,96,6.68,3250,3.5404,USD,1,1,instances,gpu,noida,,2x L40s - 48 GB,1,19500.0,39000.0
india,windows,l40s,W.N.L40S.192,24,192,2.075282031,1317.352941,1.0999,USD,1,1,instances,gpu,noida,,2x L40s,1,7904.12,15808.24
india,linux,a100,N.A100.96,16,96,3.29,1500,3.29,USD,1,0,instances,gpu,noida,,,1,9000.0,18000.0
india,linux,a100,N.A100.128,16,128,2.085012087,1323.529412,2.0851,USD,1,0,instances,gpu,noida,,1x A100,1,7941.18,15882.35
india,linux,a100,N.A100.192,32,192,6.58,3000,6.58,USD,1,0,instances,gpu,noida,,,1,18000.0,36000.0
india,linux,a30,N.A30.32,8,32,0.810838034,514.7058824,0.8109,USD,1,0,instances,gpu,noida,,1x A30,1,3088.24,6176.47
india,linux,a30,N.A30.64,16,64,1.621676068,1029.411765,1.6217,USD,1,0,instances,gpu,noida,,2x A30,1,6176.47,12352.94
india,linux,a2,N.A2.16,8,16,0.28,163,0.1793,USD,1,1,instances,gpu,noida,,,1,978.0,1956.0
india,linux,a2,N.A2.32,8,32,0.278001612,176.4705882,0.178,USD,1,1,instances,gpu,noida,edf26d5a-939b-4d76-aabb-01066bb36b9c,1x A2,1,1058.82,2117.65
india,linux,rtx a6000,N.RTXA6000.64,16,64,0.868755036,551.4705882,0.6082,USD,1,0,instances,gpu,noida,,1x RTX A6000,1,3308.82,6617.65
india,linux,rtx a6000,N.RTXA6000.128,24,128,0.926672039,588.2352941,0.6487,USD,1,0,instances,gpu,noida,,1x RTX A6000,1,3529.41,7058.82
india,linux,rtx a6000,N.RTXA6000.192,32,192,1.853344077,1176.470588,1.2974,USD,1,0,instances,gpu,noida,,2x RTX A6000,1,7058.82,14117.65
india,linux,rtxada,N.RTX6000ADA.64,8,64,2.04,1063,2.04,USD,1,0,instances,gpu,noida,,,1,6378.0,12756.0
india,linux,rtxada,N.RTX6000ADA.128,16,128,2.28,1188,2.28,USD,1,0,instances,gpu,noida,,,1,7128.0,14256.0
india,linux,rtx8000,N.RTX8000.128,16,128,1.44,750,1.44,USD,1,0,instances,gpu,noida,,,1,4500.0,9000.0
india,linux,rtx8000,N.RTX8000.256,32,256,2.88,1500,2.88,USD,1,0,instances,gpu,noida,,,1,9000.0,18000.0
india,linux,rtx8000,N.RTX8000.512,64,512,5.75,3000,5.75,USD,1,0,instances,gpu,noida,,,1,18000.0,36000.0
india,linux,rtx4090,N.RTX4090.32,4,32,0.77,400,0.77,USD,1,0,instances,gpu,noida,,,1,2400.0,4800.0
india,linux,l4,N.L4.16,4,16,0.72,375,0.252,USD,1,1,instances,gpu,noida,,,1,2250.0,4500.0
india,linux,l4,N.L4.64,16,64,0.637087027,404.4117647,0.223,USD,1,1,instances,gpu,noida,,1x L4,1,2426.47,4852.94
india,linux,l4,N.L4.96,24,96,1.227840451,779.4117647,0.4298,USD,1,1,instances,gpu,noida,,2x L4,1,4676.47,9352.94
india,linux,l4,N.L4.128,32,128,1.274174053,808.8235294,0.446,USD,1,1,instances,gpu,noida,,2x L4,1,4852.94,9705.88
india,linux,l40s,N.L40S.48,16,48,3.21,1563,1.7013,USD,1,1,instances,gpu,noida,,,1,9378.0,18756.0
india,linux,l40s,N.L40S.96,32,96,6.42,3125,3.4026,USD,1,1,instances,gpu,noida,,,1,18750.0,37500.0
india,linux,l40s,N.L40S.192,24,192,1.980761483,1257.352941,1.0499,USD,1,1,instances,gpu,noida,,2x L40s,1,7544.12,15088.24
india,linux,a2,N.A2.32,8,32,18.90410959,12000,12.0987,INR,1,1,instances,gpu,noida,edf26d5a-939b-4d76-aabb-01066bb36b9c,1x A2,1,72000.0,144000.0
india,linux,a2,N.A2.64,16,64,37.80821918,24000,24.1973,INR,1,1,instances,gpu,noida,,2x A2,1,144000.0,288000.0
india,linux,a30,N.A30.48,12,48,56.71232877,36000,56.7124,INR,1,0,instances,gpu,noida,,1x A30,1,216000.0,432000.0
india,linux,a30,N.A30.96,24,96,113.4246575,72000,113.4247,INR,1,0,instances,gpu,noida,,2x A30,1,432000.0,864000.0
india,linux,a100,N.A100.128,16,128,141.7808219,90000,141.7809,INR,1,0,instances,gpu,noida,,1x A100,1,540000.0,1080000.0
india,linux,a100,N.A100.256,32,256,283.5616438,180000,283.5617,INR,1,0,instances,gpu,noida,,2x A100,1,1080000.0,2160000.0
india,linux,a100,N.A100.512,64,512,567.1232877,360000,567.1233,INR,1,0,instances,gpu,noida,,4x A100,1,2160000.0,4320000.0
india,linux,rtx a6000,N.RTXA6000.64,16,64,59.07534247,37500,41.3528,INR,1,0,instances,gpu,noida,,1x RTX A6000,1,225000.0,450000.0
india,linux,rtx a6000 ,N.RTXA6000.128,24,128,63.01,40000,63.01,INR,1,0,instances,gpu,noida,,1x RTX A6000 ,1,240000.0,480000.0
india,linux,rtx a6000,N.RTXA6000.192,32,192,126.0273973,80000,88.2192,INR,1,0,instances,gpu,noida,,2x RTX A6000,1,480000.0,960000.0
india,linux,rtx6000 ada,N.RTX6000ADA.64,16,64,84.28082192,53500,84.2809,INR,1,0,instances,gpu,noida,,1x RTX6000 Ada,1,321000.0,642000.0
india,linux,rtx6000 ada,N.RTX6000ADA.128,24,128,88.21917808,56000,88.2192,INR,1,0,instances,gpu,noida,,1x RTX6000 Ada,1,336000.0,672000.0
india,linux,rtx6000 ada,N.RTX6000ADA.192,32,192,173.2876712,110000,173.2877,INR,1,0,instances,gpu,noida,,2x RTX6000 Ada,1,660000.0,1320000.0
india,linux,l4,N.L4.32,8,32,40.17123288,25500,14.06,INR,1,1,instances,gpu,noida,,1x L4,1,153000.0,306000.0
india,linux,l4,N.L4.64,16,64,43.32191781,27500,15.1627,INR,1,1,instances,gpu,noida,,1x L4,1,165000.0,330000.0
india,linux,l4,N.L4.96,24,96,83.49315068,53000,29.2227,INR,1,1,instances,gpu,noida,,2x L4,1,318000.0,636000.0
india,linux,l4,N.L4.128,32,128,86.64383562,55000,30.3254,INR,1,1,instances,gpu,noida,,2x L4,1,330000.0,660000.0
india,linux,l4,N.L4.192,48,192,166.9863014,106000,58.4453,INR,1,1,instances,gpu,noida,,4x L4,1,636000.0,1272000.0
